6,1,1372.75,1036.61,100.00,44.00,1,-1,-1,-1
6,2,1671.96,833.88,107.00,246.00,1,-1,-1,-1
6,3,749.75,699.54,97.00,213.00,1,-1,-1,-1
6,4,805.97,535.25,72.00,168.00,1,-1,-1,-1
6,5,215.25,808.25,140.00,268.00,1,-1,-1,-1
6,6,662.50,690.63,99.00,226.00,1,-1,-1,-1
6,7,965.25,615.17,76.00,198.00,1,-1,-1,-1
6,8,1443.47,638.32,81.00,204.00,1,-1,-1,-1
6,9,1431.75,514.01,60.00,99.00,1,-1,-1,-1
6,10,1036.45,614.01,83.00,201.00,1,-1,-1,-1
6,11,1178.38,622.00,69.00,194.00,1,-1,-1,-1
6,12,1545.53,681.25,113.00,233.00,1,-1,-1,-1
6,13,1046.07,439.51,49.00,124.00,1,-1,-1,-1
6,14,1091.74,550.50,79.00,177.00,1,-1,-1,-1
6,15,1073.76,517.37,56.00,142.00,1,-1,-1,-1
6,16,867.75,537.59,63.00,159.00,1,-1,-1,-1
6,17,1502.40,518.25,53.00,101.00,1,-1,-1,-1
6,18,748.83,473.91,48.00,107.00,1,-1,-1,-1
6,19,1237.15,443.60,68.00,109.00,1,-1,-1,-1
6,20,1623.07,676.41,90.00,214.00,1,-1,-1,-1
6,21,941.00,560.60,80.00,173.00,1,-1,-1,-1
6,22,888.35,454.98,55.00,131.00,1,-1,-1,-1
6,23,816.38,469.00,56.00,133.00,1,-1,-1,-1
6,24,786.53,494.59,53.00,128.00,1,-1,-1,-1
6,25,1228.50,598.82,61.00,183.00,1,-1,-1,-1
6,26,1011.75,519.02,63.00,146.00,1,-1,-1,-1
6,27,359.66,806.78,126.00,266.00,1,-1,-1,-1
7,1,1372.75,1034.65,100.00,44.00,1,-1,-1,-1
7,2,1672.54,833.29,107.00,246.00,1,-1,-1,-1
7,3,751.31,698.86,97.00,213.00,1,-1,-1,-1
7,4,806.98,533.89,72.00,168.00,1,-1,-1,-1
7,5,215.83,808.06,140.00,268.00,1,-1,-1,-1
7,6,664.06,690.48,99.00,226.00,1,-1,-1,-1
7,7,965.74,613.42,76.00,198.00,1,-1,-1,-1
7,8,1443.50,637.71,81.00,204.00,1,-1,-1,-1
7,9,1432.72,512.16,60.00,99.00,1,-1,-1,-1
7,10,1036.81,611.96,83.00,201.00,1,-1,-1,-1
7,11,1179.29,620.83,69.00,194.00,1,-1,-1,-1
7,12,1546.81,679.89,113.00,233.00,1,-1,-1,-1
7,13,1047.36,438.24,49.00,124.00,1,-1,-1,-1
7,14,1092.62,548.94,79.00,177.00,1,-1,-1,-1
7,15,1074.75,515.76,56.00,142.00,1,-1,-1,-1
7,16,868.33,536.26,63.00,159.00,1,-1,-1,-1
7,17,1503.49,516.69,53.00,101.00,1,-1,-1,-1
7,18,749.16,472.31,48.00,107.00,1,-1,-1,-1
7,19,1238.24,441.93,68.00,109.00,1,-1,-1,-1
7,20,1622.50,675.40,90.00,214.00,1,-1,-1,-1
7,21,941.19,558.93,80.00,173.00,1,-1,-1,-1
7,22,889.21,453.16,55.00,131.00,1,-1,-1,-1
7,23,817.35,467.64,56.00,133.00,1,-1,-1,-1
7,24,787.67,492.79,53.00,128.00,1,-1,-1,-1
7,25,1229.86,597.38,61.00,183.00,1,-1,-1,-1
7,26,1012.72,517.49,63.00,146.00,1,-1,-1,-1
7,27,359.82,805.38,126.00,266.00,1,-1,-1,-1
8,1,1372.75,1033.50,100.00,44.00,1,-1,-1,-1
8,2,1683.20,829.39,107.56,247.53,1,-1,-1,-1
8,3,757.37,706.17,96.93,213.00,1,-1,-1,-1
8,4,808.21,539.75,71.30,166.47,1,-1,-1,-1
8,5,225.69,809.14,140.49,268.76,1,-1,-1,-1
8,6,667.51,690.64,99.56,227.53,1,-1,-1,-1
8,7,974.82,615.28,77.04,201.05,1,-1,-1,-1
8,8,1438.31,636.30,81.86,206.29,1,-1,-1,-1
8,9,1439.16,516.09,60.33,99.76,1,-1,-1,-1
8,10,1048.77,619.46,81.88,197.95,1,-1,-1,-1
8,11,1190.03,617.89,69.63,195.53,1,-1,-1,-1
8,12,1551.41,674.12,115.06,238.34,1,-1,-1,-1
8,13,1051.82,437.40,50.43,127.82,1,-1,-1,-1
8,14,1100.63,552.46,76.83,172.42,1,-1,-1,-1
8,15,1081.59,518.87,57.94,146.58,1,-1,-1,-1
8,16,875.82,540.04,64.23,162.05,1,-1,-1,-1
8,17,1510.97,519.25,51.86,98.71,1,-1,-1,-1
8,18,754.92,474.49,46.74,103.95,1,-1,-1,-1
8,19,1248.14,442.75,67.17,107.47,1,-1,-1,-1
8,20,1610.75,668.12,89.70,214.00,1,-1,-1,-1
8,21,942.99,558.99,79.40,171.47,1,-1,-1,-1
8,22,886.40,470.65,53.74,127.18,1,-1,-1,-1
8,23,820.31,474.65,55.46,131.47,1,-1,-1,-1
8,24,791.69,494.25,53.86,130.29,1,-1,-1,-1
8,25,1230.43,596.72,61.00,183.00,1,-1,-1,-1
8,26,1021.22,523.61,60.73,140.66,1,-1,-1,-1
8,27,372.52,808.57,126.08,266.76,1,-1,-1,-1
